description,price,rating,review_count,url
"2.4G Wireless Mouse, 1200 DPI Mobile Optical Cordless Mouse with USB Receiver, Portable Computer Mice for Laptop, PC, Desktop, MacBook, 5 Buttons, Red",11,4.5 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzg0Njc3MTUwMjIyMzAzOjE3MjM4MjY0MDc6c3BfYXRmX25leHQ6MjAwMTA4OTI2MzkzMTk4OjowOjo&url=%2FMemzuoix-Wireless-Portable-Receiver-Ergonomic%2Fdp%2FB07WCW1PB3%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826407%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"2023 Inspiron 14 Business Laptop, 14"" FHD Display, AMD Ryzen 7 5825U(Beats i7-1185G7), Backlit Keyboard, HDMI,USB-C, BT,WiFi,Windows 11 Pro,Pebble Green (8G RAM | 512GB SSD)",579,3.5 out of 5 stars,,https://www.amazon.com/Inspiron-Business-Laptop-i7-1185G7-Keyboard/dp/B0CDZJWJDD/ref=sr_1_85?dib=eyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA&dib_tag=se&keywords=dell+laptop&qid=1723826407&sr=8-85
"Dell Latitude 7400 14"" Business Laptop, Intel Core i5-8365U 1.6GHz Up to 4.1GHz, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 10 Pro (Renewed)",272,2.3 out of 5 stars,,https://www.amazon.com/Dell-Latitude-Business-i5-8365U-Keyboard/dp/B0CRTYCK9M/ref=sr_1_88?dib=eyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA&dib_tag=se&keywords=dell+laptop&qid=1723826407&sr=8-88
"G15 5530 Gaming Laptop, Intel Core i7-13650HX, 32 GB DDR5 Ram, 1TB PCIe SSD, 15.6"" FHD (1920x1200), Nvidia Geforce RTX 4060, Windows 11 Home","1,299",4.3 out of 5 stars,,https://www.amazon.com/Dell-G15-i7-13650HX-Display-Keyboard/dp/B0CCJRM63X/ref=sr_1_89?dib=eyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA&dib_tag=se&keywords=dell+laptop&qid=1723826407&sr=8-89
"USB C Docking Station Dual Monitor for Dell/HP/Lenovo/Surface Laptop, 14 in 1 Triple Display Hub Multiple Adapter, Dongle with 2 HDMI 4K+VGA+5 Port+100W PD Charger+Ethernet+SD/TF+Audio",55,4.1 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzg0Njc3MTUwMjIyMzAzOjE3MjM4MjY0MDc6c3BfbXRmOjIwMDE1MzIyODU1OTA5ODo6MDo6&url=%2FDocking-Station-Monitor-Multiple-Ethernet%2Fdp%2FB09WDCH35N%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826407%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Screen Replacement for Dell Precision 15 3570 3571 15.6"" FHD 1920x1080 30 pin LCD Non-Touch Screen Display Panel",99,,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzg0Njc3MTUwMjIyMzAzOjE3MjM4MjY0MDc6c3BfbXRmOjMwMDAwMDM2Mjg2MjIwMjo6MDo6&url=%2FReplacement-Precision-1920x1080-Non-Touch-Display%2Fdp%2FB0BZJ9ZXDT%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826407%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"16"" Laptop 12+512GB Celeron N5095 (Up to 2.9Ghz) 4-Core Win 11 PC with Cooling Fan 1920 * 1200 2K Screen Dual WiFi Support 2.5"" HDD 1TB SSD Expand for Business Study-Purple",409,4.3 out of 5 stars,,https://www.amazon.com/Ruzava-Celeron-Cooling-Support-Study-Purple/dp/B0C43M8CFX/ref=sr_1_96?dib=eyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA&dib_tag=se&keywords=dell+laptop&qid=1723826407&sr=8-96
"2.4G Wireless Mouse, 1200 DPI Mobile Optical Cordless Mouse with USB Receiver, Portable Computer Mice Wireless Mouse for Laptop, PC, Desktop, MacBook, 5 Buttons (Pink)",12,4.5 out of 5 stars,,https://www.amazon.com/memzuoix-Wireless-Cordless-Receiver-Portable/dp/B09YHXXL13/ref=sr_1_99?dib=eyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA&dib_tag=se&keywords=dell+laptop&qid=1723826407&sr=8-99
Backlight Keyboard Replacement Compatible with Dell Inspiron 15-3580 15-3581 15-3582 15-3583 15-3584 15-3585 15-3590 15-3593 15-5565 15-5567 15-5575 15-5583 15-7566 15-7567 Series Laptop,20,4.5 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzg0Njc3MTUwMjIyMzAzOjE3MjM4MjY0MDc6c3BfYnRmOjMwMDA4NDMyNzgzNDAwMjo6MDo6&url=%2FTLBTEK-Backlight-Keyboard-Replacement-Compatible%2Fdp%2FB0B5XDXSBT%2Fref%3Dsr_1_101_sspa%3Fdib%3DeyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826407%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Original Replacement New Dell 90W USB C Type C Slim AC Adapter for Dell Latitude 3400,3500, 5289,5300 2in1,7400 2in1,7300, 7390 2in1, 7200 2in1,9410 2-in-1，9510,0TDK33 LA90PM170 DA90PM170 DA65NM170",28,4.2 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNzg0Njc3MTUwMjIyMzAzOjE3MjM4MjY0MDc6c3BfYnRmOjIwMDA1MDA1Njk3MjA5ODo6MDo6&url=%2FAdapter-Charger-Precision-Latitude-LA90PM170%2Fdp%2FB09M3T654D%2Fref%3Dsr_1_102_sspa%3Fdib%3DeyJ2IjoiMSJ9.lz5MnfPPKB2HTJUA1r4S56LifW8rawY6Sx-qCvpVFLyR6EkU_6YGIN8J38Vp54ORE-uWxFPJoUr6x1zBg7fmMzN3xS8YDMGMhxMvafjXmAbeqcV6Pe624SNLJH5EfxtN1CHa_o0c8tnor0AFN94xbEB2oZs0teF5KFEr_gbFtnusPcEmzngwlm02b1kBaVUmcxFqYKsh5ud3xeJC_jxvlxoJVi0o9QMO0aWLnVk2a1I.Sv4kM8nzw-VZvCL9QJCac--JQ2TWmpbWOtZQ7UmFleA%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826407%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"USB C to Dual HDMI Adapter 4K@60Hz, HDMI Splitter for Dual Monitors Extend Display, USB C HUB Multi Monitor Adapter to 2 HDMI Ports Converter for Dell XPS 13/15/17, HP, Lenovo, Surface Type C Laptop",28,4.2 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfYXRmX25leHQ6MzAwMTIxNjM3Mjk1MzAyOjowOjo&url=%2FAdapter-Splitter-Monitors-Display-Converter%2Fdp%2FB0CR3962NB%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Hard EVA Protective Sleeve Case Compatible for 17 inch DELL Precision 7780 Workstation/Precision 7770 Workstation (X8325),54,4.2 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfYXRmX25leHQ6MzAwMjQ1MDU4MzI1MjAyOjowOjo&url=%2FSmatree-Protective-Compatible-Precision-Workstation%2Fdp%2FB0CHVJ2NHT%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"2.4G Wireless Mouse, 1200 DPI Mobile Optical Cordless Mouse with USB Receiver, Portable Computer Mice Wireless Mouse for Laptop, PC, Desktop, MacBook, 5 Buttons (Pink)",12,4.5 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfbXRmOjIwMDEwODkyNjM5MzM5ODo6MDo6&url=%2Fmemzuoix-Wireless-Cordless-Receiver-Portable%2Fdp%2FB09YHXXL13%2Fref%3Dsr_1_107_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
130W USB C Laptop Charger Compatible with Dell XPS 15 17 2in1 9520 9720 9700 9575 9500 Precision 5570 5560 3571 5550 5510 3561 3560 3541 Latitude 9410 9510 5510 Type C AC Adapter USB-c Power Supply,23,4.4 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfbXRmOjMwMDE1NjUzMzQzMjAwMjo6MDo6&url=%2FCharger-Compatible-Precision-Latitude-Adapter%2Fdp%2FB0C9Y53SB7%2Fref%3Dsr_1_108_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell WD19TB Docking Station, Performance Dock WD19TB with 180W Power Adapter + 130W Power Delivery + HDMI Cable + DisplayPort Cable",209,5.0 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfYnRmOjMwMDE0ODgyMjQ0NjAwMjo6MDo6&url=%2FWD19TB-Docking-Performance-Delivery-DisplayPort%2Fdp%2FB0CM31JZGP%2Fref%3Dsr_1_117_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
New 65W 45W USB C Charger for Dell Laptop Charger USB C Latitude 5000 5420 5520 5320 Chromebook 3100 3300 3380 3400 3500 XPS 13 9250 9360 9365 9370 Type C Travel Laptop Power Adapter,16,5.0 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDAxNDIyODIyMTc1NzIzOjE3MjM4MjY0MTM6c3BfYnRmOjMwMDE5NzQxNTQwMDAwMjo6MDo6&url=%2FCharger-Laptop-Latitude-Chromebook-Adapter%2Fdp%2FB0CYZLMQ5B%2Fref%3Dsr_1_118_sspa%3Fdib%3DeyJ2IjoiMSJ9.Db5KtA-u9s5xr6j8EsVGGk2KzHjrPr_ptATEShxjRoq1-2LbVt5sYe7_-DpCm60GqHnIBgLjUOXeqG0CWQ4kQH42LZoBCUTOj_6fFZlMF4JumFcqo-KeWfq0m5eLlzAHgM0r1rlQ-9JrEcsgIUwOTToalM6F8QeuboMoN0hTzAoGg_O4fjmFe_WBUx9Pi29J4-77DwEDS86bsu9nP6k7iiXD79VXS8OTkVoYwqh08iU.cHZ1HCECzL9BS8yji-I9f_6lq1axikJdwdZrQKV8-rk%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826413%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Hard EVA Protective Sleeve Case Compatible for 14.5 inch Dell XPS 14 9440, for 14 inch Dell Latitude 7430/5431/5440, for 14 inch Dell Precision 3480/3470 Workstation Slim Sleeve Bag (X8039)",39,4.2 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTgyODMyMTU4NTI1ODg6MTcyMzgyNjQxODpzcF9hdGZfbmV4dDozMDAxMzcxNzE5MDk2MDI6OjA6Og&url=%2FSmatree-Protective-Compatible-Workstation-Waterproof%2Fdp%2FB0CHVJ5Y6F%2Fref%3Dsr_1_113_sspa%3Fdib%3DeyJ2IjoiMSJ9.pvwHuCN_B0rKNoKAm8OvX_iwoNWJVmImXpdMeAl6VO7xieC3MHPnBf9bxX-D3YC39RDdaDcXFNcD8c-c7qF1BkeXdQ1b24otWQ3XTq4qvHJilwv3NcGx9E-pOSXTByq_X64kpTAKEwOjBIE2Tmgqlbnek4MTuicsfZTgYHCukGFcNKY-qtvFJ-F6j3COsxgLN5p8in1m2ya_6pRnc8WcLCUMmesi74iiVcC2MKiRW4w.sw2yS0_KSEfFwo1schU8cn4diyQ8FVD6c3Evj_h_eWE%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826418%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
180W Charger for Dell G5 G7 15 17 5587 5590 7588 7590 7790 3779 Precision 7670 7770 7510 7520 7530 7540 7550 FA180PM111 HA180PM180 Gaming Laptop Power Supply Adapter,36,4.4 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTgyODMyMTU4NTI1ODg6MTcyMzgyNjQxODpzcF9hdGZfbmV4dDozMDAzMTg2MDMzMTc4MDI6OjA6Og&url=%2FCharger-FA180PM111-HA180PM180-Laptops-Adapter%2Fdp%2FB0CRRJTX5B%2Fref%3Dsr_1_114_sspa%3Fdib%3DeyJ2IjoiMSJ9.pvwHuCN_B0rKNoKAm8OvX_iwoNWJVmImXpdMeAl6VO7xieC3MHPnBf9bxX-D3YC39RDdaDcXFNcD8c-c7qF1BkeXdQ1b24otWQ3XTq4qvHJilwv3NcGx9E-pOSXTByq_X64kpTAKEwOjBIE2Tmgqlbnek4MTuicsfZTgYHCukGFcNKY-qtvFJ-F6j3COsxgLN5p8in1m2ya_6pRnc8WcLCUMmesi74iiVcC2MKiRW4w.sw2yS0_KSEfFwo1schU8cn4diyQ8FVD6c3Evj_h_eWE%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826418%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Dell Performance Dock WD 19S WD19S (WD19S180W) 180W Docking Station with 130W Power Delivery + ZoomSpeed HDMI Cable + 2 x ZoomSpeed DisplayPort Cables + Starter Bundle,224,4.6 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTgyODMyMTU4NTI1ODg6MTcyMzgyNjQxODpzcF9idGY6MzAwMzU0ODIzMjcxMTAyOjowOjo&url=%2FPerformance-WD19S180W-Delivery-ZoomSpeed-DisplayPort%2Fdp%2FB098XS9GFX%2Fref%3Dsr_1_131_sspa%3Fdib%3DeyJ2IjoiMSJ9.pvwHuCN_B0rKNoKAm8OvX_iwoNWJVmImXpdMeAl6VO7xieC3MHPnBf9bxX-D3YC39RDdaDcXFNcD8c-c7qF1BkeXdQ1b24otWQ3XTq4qvHJilwv3NcGx9E-pOSXTByq_X64kpTAKEwOjBIE2Tmgqlbnek4MTuicsfZTgYHCukGFcNKY-qtvFJ-F6j3COsxgLN5p8in1m2ya_6pRnc8WcLCUMmesi74iiVcC2MKiRW4w.sw2yS0_KSEfFwo1schU8cn4diyQ8FVD6c3Evj_h_eWE%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826418%26sr%3D8-131-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Dell Docking Station WD19 180W, Performance Dock WD19 with 180W Power Adapter + 130W Power Delivery + HDMI Cable + DisplayPort Cable",199,,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTgyODMyMTU4NTI1ODg6MTcyMzgyNjQxODpzcF9idGY6MzAwMTQ4ODIyNDQ2MTAyOjowOjo&url=%2FDocking-Station-Performance-Delivery-DisplayPort%2Fdp%2FB0CM31SXT8%2Fref%3Dsr_1_132_sspa%3Fdib%3DeyJ2IjoiMSJ9.pvwHuCN_B0rKNoKAm8OvX_iwoNWJVmImXpdMeAl6VO7xieC3MHPnBf9bxX-D3YC39RDdaDcXFNcD8c-c7qF1BkeXdQ1b24otWQ3XTq4qvHJilwv3NcGx9E-pOSXTByq_X64kpTAKEwOjBIE2Tmgqlbnek4MTuicsfZTgYHCukGFcNKY-qtvFJ-F6j3COsxgLN5p8in1m2ya_6pRnc8WcLCUMmesi74iiVcC2MKiRW4w.sw2yS0_KSEfFwo1schU8cn4diyQ8FVD6c3Evj_h_eWE%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826418%26sr%3D8-132-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Docking Station, USB C Hub UtechSmart 12 in 1 USB C Dock Triple Display with 2*4K@60Hz HDMI, Displayport, 100W PD, 4 USB Ports, RJ45 Ethernet, USB C Data, SD/TF for MacBook, Dell, HP, Lenovo, Huawei",69,4.3 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MTEwODAxMTY5OTUwNDI5OjE3MjM4MjY0MjI6c3BfYXRmX25leHQ6MzAwMDgzMzAzNDEzNjAyOjowOjo&url=%2FDocking-Station-UtechSmart-Displayport-Ethernet%2Fdp%2FB0CK15N27X%2Fref%3Dsr_1_129_sspa%3Fdib%3DeyJ2IjoiMSJ9.SgH8w49b5LeLsxYw9V2vZIfSTX8lTe4IUNGg0nyuj7LyVje5ERlGlGzkkMVyvCChwlRIX0GzrpXNqUMZ10uWy9k06CgXfVQ0tk4k1UeCsd8CYmzZJuk3diZZLO9jzFdBAkBt1uaKq6NQzhpW5uTrXJGH6MZVFa31E8EJnvcwdMlNP73-OnhK8Zmg5pJp-DaC3vAMc2K76wQG_SRV2vZPn_KW8X9q3eRE5vCW2XEuHio.IGC-8xo3OPYjhlQOZxZLcHfp-6nOBchmH5Pu5ZZk45I%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826422%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Active USB 2.0 Printer Cable 60ft - A-Male to B-Male High Speed Printer/Scanner/Repeater Cable for HP, Canon, Epson, Dell, Samsung etc",29,4.5 out of 5 stars,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MTEwODAxMTY5OTUwNDI5OjE3MjM4MjY0MjI6c3BfYXRmX25leHQ6MjAwMDM2MTc5NzU1Nzk4OjowOjo&url=%2FLDKCOK-Active-Printer-Cable-Male%2Fdp%2FB09PG1JHDK%2Fref%3Dsr_1_130_sspa%3Fdib%3DeyJ2IjoiMSJ9.SgH8w49b5LeLsxYw9V2vZIfSTX8lTe4IUNGg0nyuj7LyVje5ERlGlGzkkMVyvCChwlRIX0GzrpXNqUMZ10uWy9k06CgXfVQ0tk4k1UeCsd8CYmzZJuk3diZZLO9jzFdBAkBt1uaKq6NQzhpW5uTrXJGH6MZVFa31E8EJnvcwdMlNP73-OnhK8Zmg5pJp-DaC3vAMc2K76wQG_SRV2vZPn_KW8X9q3eRE5vCW2XEuHio.IGC-8xo3OPYjhlQOZxZLcHfp-6nOBchmH5Pu5ZZk45I%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1723826422%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
